Changes,General Category
Pull request #1118: Add suite start/finish events to listener,Add support for a new feature
Pull request #1359: Fixes how MultipleFailureException stack traces are printed,Code redesign
Pull request #1376: Initializing MultipleFailureException with an empty list will now fail the test,Bug fix
Pull request #1371: Update MultipleFailureException.assertEmpty() to wrap assumption failure,Code redesign
Issue #1290: @Test(expected = AssumptionViolatedException.class) passes for AssumptionViolatedException,Bug fix
Pull request #1227: Behave better if the SecurityManager denies access to junit.properties,Bug fix
"Pull request #1571: Set ""junit"" as ""Automatic-Module-Name""",Code redesign
Pull request #1028: Trim stack trace,Code redesign
Pull request #1403: Restore CategoryFilter constructor,Code redesign
Pull request #1530: Add Result#getAssumptionFailureCount,Add support for a new feature
Pull request #1292: Fix ResultMatchers#hasFailureContaining,Bug fix
Pull request #1380: Fix Assume#assumeNotNull,Bug fix
Pull request #1557: MaxCore always closes stream of history file,Bug fix
,
Pull request #611: Assert.assertNotEquals() for float parameters,Add support for a new feature
Pull request #632: Assert.assertArrayEquals() for boolean[] parameters.,Add support for a new feature
Pull request #918: Avoid potentially expensive reflection-based loop in Assert.assertArrayEquals(),Performance improvement
Pull request #647: Support command-line --filter param.,Add support for a new feature
Pull request #763: Allow custom test runners to create their own TestClasses and customize the scanning of annotations.,Add support for a new feature
Pull request #817: Support for context hierarchies,Add support for a new feature
Pull request #716: Fix annotation collection from superclasses of JUnit3 tests.,Bug fix
Pull request #625 (commit 72af03c49f): Make RunNotifier code concurrent.,Bug fix
Pull request #684: Adding AnnotationValidator framework and validation checks for @Category.,Add support for a new feature
Pull request #583: Pull request #720: Fix handling of AssertionError and AssumptionViolatedException in ExpectedException rule.,Bug fix
-,Bug fix
Pull request #818: Pull request #993: External version of AssumptionViolatedException,Bug fix
-,Maintainability improvement
Pull request #985: Change AssumptionViolatedException to not set the cause to null; fixes issue #494,Bug fix
Pull request #542: Customized failure message for ExpectedException,Add support for a new feature
Pull request #1013: Make ErrorCollector#checkSucceeds generic,Code redesign
Pull request #823: Throw TestFailedOnTimeoutException instead of plain Exception on timeout,Bug fix
Pull request #742: Pull request #986: Timeout exceptions now include stack trace from stuck thread (experimental),Add support for a new feature
Pull request #544: New constructor and factories in Timeout,Add support for a new feature
-,Add support for a new feature
-,Deprecate functionality
Pull request #549: fixes for #544 and #545,Bug fix
-,Bug fix
Pull request #876: The timeout rule never times out if you pass in a timeout of zero.,Bug fix
Pull request #702: Support more return types for the @Parameters method of the Parameterized runner,Add support for a new feature
Pull request #773: Allow configurable creation of child runners of parameterized suites,Add support for a new feature
Pull request #552: Pull request #937: Stopwatch rule,Add support for a new feature
Pull request #932: Allow static @Rules also annotated with @ClassRule,Code redesign
Pull request #956: DisableOnDebug rule,Add support for a new feature
Pull request #974: Updated TemporaryFolder.newFolder() to give an error message if a path contains a slash.,Bug fix
Pull request #1015: Methods annotated with Rule can return a MethodRule.,Bug fix
Pull request #1020: Added validation that @ClassRule should only be implementation of TestRule.,Bug fix
Pull request #1021: JavaDoc of TemporaryFolder: folder not guaranteed to be deleted.,Documentation
Pull request #529: @DataPoints-annotated methods can now yield null values,Bug fix
Pull request #572: Ensuring no-generic-type-parms validator called/tested for theories,Bug fix
Pull request #607: Improving theory failure messages,Maintainability improvement
Pull request #601: Allow use of Assume in tests run by Theories runner,Bug fix
Pull request #623: Ensure data points array fields and methods are public and static in Theory classes.,Bug fix
"Pull request #621: Added mechanism for matching specific data points in theories to specific parameters, by naming data points.",Add support for a new feature
Pull request #654: Auto-generation of enum and boolean data points,Add support for a new feature
Pull request #651: Improvements to Theory parameter and DataPoint type matching,Bug fix
-,Bug fix
Pull request #639: Failing theory datapoint methods now cause theory test failures,Bug fix
Pull request #658: Iterables can now be used as data points,Add support for a new feature
Pull request #566: Enables inheritance on Category by adding @Inherited,Code redesign
Pull request #503: Configurable Categories,Add support for a new feature
[Pull request #879:] (#879) Add the default 'Implementation-*' headers to the manifest,Maintainability improvement
Pull request #511: Maven project junit:junit:jar,Support for external development tool
Pull request #776: Add support for Travis CI,Support for external development tool
Pull request #921: Apply Google Code Style,Maintainability improvement
Pull request #939 Renamed license file,Bug fix
Pull request #962: Do not include thread start time in test timeout measurements.,Performance improvement
,
Matchers: Upgrade to Hamcrest 1.3,Add support for a new feature
Parameterized Tests,Add support for a new feature
Test execution order,Code redesign
Maven artifacts,Code redesign
MethodRule is no longer deprecated.,Code redesign
Both @Rule and @ClassRule can now be used on methods that return a TestRule.,Code redesign
ExpectedException now always prints the stacktrace of the actual exception in case of failure.,Maintainability improvement
"A parent folder can be specified for TemporaryFolder. In addition, the newFile/newFolder methods will now fail when the file or folder could not be created.",Add support for a new feature
TestWatcher has a new template method called skipped that is invoked when a test is skipped due to a failed assumption.,Add support for a new feature
assertNotEquals has been added to Assert.,Add support for a new feature
assertEquals has been overloaded in order to check whether two floats are equal given a certain float delta.,Add support for a new feature
Most methods in Assume now allow to pass a custom message.,Add support for a new feature
,
junit-dep has correct contents,Bug fix
RuleChain,Add support for a new feature
"TemporaryFolder#newFolder(String... folderNames) creates recursively deep temporary folders [@rodolfoliviero, closing gh-283]",Code redesign
"TemporaryFolder#newFile() creates a randomly named new file, and #newFolder() creates a randomly named new folder [@Daniel Rothmaler, closing gh-299]",Code redesign
"The Theories runner does not anticipate theory parameters that have generic types, as reported by github#64.",Bug fix
"TemporaryFolder should not create files in the current working directory if applying the rule fails [@orfjackal, fixing gh-278]",Bug fix
"TestWatcher and TestWatchman should not call failed for AssumptionViolatedExceptions [@stefanbirkner, fixing gh-296]",Bug fix
"Assert documentation [@stefanbirkner, fixing gh-134]",Documentation
"ClassRule [@stefanbirkner, fixing gh-254]",Documentation
"Parameterized [@stefanbirkner, fixing gh-89]",Documentation
"Parameterized, again [@orfjackal, fixing gh-285]",Documentation
"Useless code in RunAfters [@stefanbirkner, fixing gh-289]",Performance improvement
"Parameterized test classes should be able to have @Category annotations [@dsaff, fixing gh-291]",Bug fix
"Error count should be initialized in junit.tests.framework.TestListenerTest [@stefanbirkner, fixing gh-225]",Bug fix
"AssertionFailedError constructor shouldn't call super with null message [@stefanbirkner, fixing gh-318]",Bug fix
"Clearer error message for non-static inner test classes [@stefanbirkner, fixing gh-42]",Bug fix
"Description, Result and Failure are Serializable [@ephox-rob, closing gh-101]",Code redesign
"FailOnTimeout is reusable, allowing for retrying Rules [@stefanbirkner, closing gh-265]",Bug fix
"New ErrorCollector.checkThat overload, that allows you to specify a reason [@drothmaler, closing gh-300]",Add support for a new feature
,
ClassRule,Add support for a new feature
"In JUnit 4.9, fields that can be annotated with either @Rule or @ClassRule should be of type TestRule.",Code redesign
-,Deprecate functionality
"Maven bundles have, in the past, been uploaded by kind volunteers. Starting with this release, the JUnit team is attempting to perform this task ourselves.",Code redesign
The Common Public License that JUnit is released under is now included in the source repository.,Code redesign
github#98: assumeTrue() does not work with expected exceptions,Bug fix
github#74: Categories + Parameterized,Bug fix
github#38: ParentRunner filters more than once,Bug fix
github#248: protected BlockJUnit4ClassRunner#rules method removed from 4.8.2,Bug fix
github#187: Accidental dependency on Java 6,Bug fix
"github#163: Bad comparison failure message when using assertEquals(String, String)",Bug fix
github#227: ParentRunner now assumes that getChildren() returns a modifiable list,Bug fix
"Backed out unused folder ""experimental-use-of-antunit"", replaced by bash-based script at build_tests.sh",Maintainability improvement
Various Javadoc fixes,Documentation
"Made MultipleFailureException public, to assist extension writers.",Code redesign
"github#240: Add ""test"" target to build.xml, for faster ant-driven testing.",Maintainability improvement
github#247: Give InitializationError a useful message,Bug fix
,
github#96: TestSuite(MyTestCase.class) should dynamically detect if MyTestCase is a TestCase,Bug fix
,
github#61: Category annotations on classes were not honored.,Bug fix
,
"From a given set of test classes, the Categories runner runs only the classes and methods that are annotated with either the category given with the @IncludeCategory annotation, or a subtype of that category.",Add support for a new feature
github#16: thread safety of Result counting,Bug fix
,
The TemporaryFolder Rule allows creation of files and folders that are guaranteed to be deleted when the test method finishes (whether it passes or fails):,Add support for a new feature
"ExternalResource is a base class for Rules (like TemporaryFolder) that set up an external resource before a test (a file, socket, server, database connection, etc.), and guarantee to tear it down afterward:",Add support for a new feature
"The ErrorCollector Rule allows execution of a test to continue after the first problem is found (for example, to collect all the incorrect rows in a table, and report them all at once):",Add support for a new feature
"Verifier is a base class for Rules like ErrorCollector, which can turn otherwise passing test methods into failing tests if a verification check is failed",Add support for a new feature
