Changes,General Category
Enhance MethodUtils to allow invocation of private methods. Fixes LANG-1195. Thanks to Derek C. Ashmore.,Add support for a new feature
Fix implementation of StringUtils.getJaroWinklerDistance(). Fixes LANG-1199. Thanks to M. Steiger.,Bug fix
Fix dead links in StringUtils.getLevenshteinDistance() javadoc. Fixes LANG-1244. Thanks to jjbankert.,Documentation
"""\u2284"":""nsub"" mapping missing from EntityArrays#HTML40_EXTENDED_ESCAPE. Fixes LANG-1242. Thanks to Neal Stewart.",Bug fix
Simplify ArrayUtils removeElements by using new decrementAndGet() method. Fixes LANG-1243.,Maintainability improvement
Add getAndIncrement/getAndDecrement/getAndAdd/incrementAndGet/decrementAndGet/addAndGet in Mutable* classes. Fixes LANG-1189. Thanks to haiyang li / Matthew Bartenschlag.,Add support for a new feature
Optimize BitField constructor implementation. Fixes LANG-1240. Thanks to zhanhb.,Performance improvement
Improve CharSetUtils.squeeze() performance. Fixes LANG-1206. Thanks to Mohammed Alfallaj.,Performance improvement
Add RandomStringUtils#randomGraph and #randomPrint which match corresponding regular expression class. Fixes LANG-1225. Thanks to Caleb Cushing.,Add support for a new feature
StringUtils#startsWithAny/endsWithAny is case sensitive - documented as case insensitive. Fixes LANG-901. Thanks to Matthew Bartenschlag.,Documentation
Add StopWatch#getTime(TimeUnit). Fixes LANG-1223. Thanks to Nick Manley.,Add support for a new feature
Add methods to ObjectUtils class to check for null elements in the array. Fixes LANG-781. Thanks to Krzysztof Wolny.,Add support for a new feature
Prefer Throwable.getCause() in ExceptionUtils.getCause(). Fixes LANG-1228. Thanks to Brad Hess.,Bug fix
DiffBuilder add method to allow appending from a DiffResult. Fixes LANG-1233. Thanks to Nick Manley.,Add support for a new feature
Improve ArrayUtils removeElements time complexity to O(n). Fixes LANG-1176. Thanks to Jeffery Yuan.,Performance improvement
getLevenshteinDistance with a threshold: optimize implementation if the strings lengths differ more than the threshold. Fixes LANG-1234. Thanks to Jonatan Jönsson.,Performance improvement
Add SystemUtils.IS_OS_WINDOWS_10 property. Fixes LANG-1168. Thanks to pschumacher.,Add support for a new feature
DiffBuilder: Add null check on fieldName when appending Object or Object[]. Fixes LANG-1232. Thanks to Nick Manley.,Bug fix
"ArrayUtils.removeAll(Object array, int... indices) should do the clone, not its callers. Fixes LANG-1178. Thanks to Henri Yandell.",Code redesign
Performance improvements for NumberUtils.isParsable. Fixes LANG-1151. Thanks to Juan Pablo Santos Rodríguez.,Performance improvement
"StringUtils.stripAccents should remove accents from ""Ł"" and ""ł"". Fixes LANG-1120. Thanks to kaching88.",Bug fix
"EqualsBuilder.append(Object,Object) is too big to be inlined, which prevents whole builder to be scalarized. Fixes LANG-1218. Thanks to Ruslan Cheremin.",Maintainability improvement
NumberUtils.createNumber() behaves inconsistently with NumberUtils.isNumber(). Fixes LANG-1205. Thanks to pbrose.,Bug fix
"Add support for varargs in ConstructorUtils, MemberUtils, and MethodUtils. Fixes LANG-1115. Thanks to Jim Lloyd, Joe Ferner.",Add support for a new feature
Add methods to check numbers against NaN and inifinite to Validate. Fixes LANG-1134. Thanks to Alan Smithee.,Add support for a new feature
Fix for incorrect comment on StringUtils.containsIgnoreCase method. Fixes LANG-1222. Thanks to Adam J..,Documentation
Fix typo on appendIfMissing javadoc. Fixes LANG-1221. Thanks to Pierre Templier.,Documentation
Add tests for missed branches in DateUtils. Fixes LANG-1220. Thanks to Casey Scarborough.,Quality assurance
parseDateStrictly does't pass specified locale. Fixes LANG-1202. Thanks to Markus Jelsma.,Bug fix
FastDateFormat doesn't respect summer daylight in some localized strings. Fixes LANG-1219. Thanks to Jarek.,Bug fix
z/OS identification in SystemUtils. Fixes LANG-1146. Thanks to Gabor Liptak.,Add support for a new feature
StringUtils#startsWithAny has error in Javadoc. Fixes LANG-1210. Thanks to Matthias Niehoff.,Documentation
StrSubstitutor can preserve escapes. Fixes LANG-1208. Thanks to Samuel Karp.,Bug fix
Remove Ant-based build. Fixes LANG-1175. Thanks to Benedikt Ritter.,Maintainability improvement
FastDateFormat support of the week-year component (uppercase 'Y'). Fixes LANG-1192. Thanks to Dominik Stadler.,Bug fix
Limit max heap memory for consistent Travis CI build. Fixes LANG-1194.,Bug fix
Fix NullPointerException in FastDateParser$TimeZoneStrategy. Fixes LANG-1186. Thanks to NickManley.,Bug fix
"ordinalIndexOf(""abc"", ""ab"", 1) gives incorrect answer of -1 (correct answer should be 0); revert fix for LANG-1077. Fixes LANG-1193. Thanks to Qin Li.",Bug fix
"Clarify Javadoc of StringUtils.containsAny(). Fixes LANG-1182. Thanks to Larry West, Pascal Schumacher.",Documentation
"Add StringUtils methods to compare a string to multiple strings. Fixes LANG-1169. Thanks to Rafal Glowinski, Robert Parr, Arman Sharif.",Add support for a new feature
Add remove by regular expression methods in StringUtils. Fixes LANG-1185.,Add support for a new feature
Making replacePattern/removePattern methods null safe in StringUtils. Fixes LANG-1183.,Bug fix
Add replace by regular expression methods in StringUtils. Fixes LANG-1139.,Add support for a new feature
Add compare methods in StringUtils. Fixes LANG-1171.,Add support for a new feature
Add sugar to RandomUtils. Fixes LANG-1174. Thanks to Punkratz312.,Add support for a new feature
Replace StringBuilder with String concatenation for better optimization. Fixes LANG-1057. Thanks to Otávio Santana.,Performance improvement
Deprecate SystemUtils.FILE_SEPARATOR and SystemUtils.PATH_SEPARATOR. Fixes LANG-1075.,Deprecate functionality
FastDateFormat APIs that use a StringBuilder. Fixes LANG-1154. Thanks to Gary Gregory.,Add support for a new feature
Ability to throw checked exceptions without declaring them. Fixes LANG-1149. Thanks to Gregory Zak.,Add support for a new feature
Several predefined ISO FastDateFormats in DateFormatUtils are incorrect. Fixes LANG-1002. Thanks to Michael Osipov.,Bug fix
StringIndexOutOfBoundsException or field over-write for large year fields in FastDateParser. Fixes LANG-1152. Thanks to Pas Filip.,Bug fix
Implement ParsePosition api for FastDateParser. Fixes LANG-1153.,Bug fix
StrLookup.systemPropertiesLookup() no longer reacts on changes on system properties. Fixes LANG-1141.,Bug fix
EnumUtils *BitVector issue with more than 32 values Enum. Fixes LANG-1147. Thanks to Loic Guibert.,Bug fix
Capitalize javadoc is incorrect. Fixes LANG-1059. Thanks to Colin Casey.,Documentation
Add check for duplicate event listener in EventListenerSupport. Fixes LANG-1137. Thanks to Matthew Aguirre.,Add support for a new feature
FastDateParser_TimeZoneStrategyTest#testTimeZoneStrategyPattern fails on Windows with German Locale. Fixes LANG-1133. Thanks to Pascal Schumacher.,Bug fix
Add method containsAllWords to WordUtils. Fixes LANG-1135. Thanks to Eduardo Martins.,Add support for a new feature
ReflectionToStringBuilder doesn't throw IllegalArgumentException when the constructor's object param is null. Fixes LANG-1132. Thanks to Jack Tan.,Bug fix
Inconsistent behavior of swap for malformed inputs. Fixes LANG-1122. Thanks to Adrian Ber.,Bug fix
StringUtils join with var args. Fixes LANG-701. Thanks to James Sawle.,Add support for a new feature
Fix critical issues reported by SonarQube. Fixes LANG-1130.,Bug fix
StrBuilder.equals(StrBuilder) doesn't check for null inputs. Fixes LANG-1131.,Bug fix
Add ThreadUtils - A utility class which provides helper methods related to java.lang.Thread. Fixes LANG-1105. Thanks to Hendrik Saly.,Add support for a new feature
"Add annotations to exclude fields from ReflectionEqualsBuilder, ReflectionToStringBuilder and ReflectionHashCodeBuilder. Fixes LANG-1031. Thanks to Felipe Adorno.",Add support for a new feature
Use JUnit rules to set and reset the default Locale and TimeZone. Fixes LANG-1127.,Quality assurance
JsonToStringStyle doesn't handle chars and objects correctly. Fixes LANG-1128. Thanks to Jack Tan.,Bug fix
DateFormatUtilsTest.testSMTP depends on the default Locale. Fixes LANG-1126.,Bug fix
Unit test FastDatePrinterTimeZonesTest needs a timezone set. Fixes LANG-1123. Thanks to Christian P. Momon.,Bug fix
CLONE - DateFormatUtils.format does not correctly change Calendar TimeZone in certain situations. Fixes LANG-916. Thanks to Christian P. Momon.,Bug fix
DateUtilsTest.testLang530 fails for some timezones. Fixes LANG-1116. Thanks to Aaron Sheldon.,Bug fix
TypeUtils.ParameterizedType#equals doesn't work with wildcard types. Fixes LANG-1114. Thanks to Andy Coates.,Bug fix
"Add rotate(string, int) method to StringUtils. Fixes LANG-1119. Thanks to Loic Guibert.",Add support for a new feature
"StringUtils.repeat('z', -1) throws NegativeArraySizeException. Fixes LANG-1118. Thanks to Loic Guibert.",Bug fix
Add swap and shift operations for arrays to ArrayUtils. Fixes LANG-1099. Thanks to Adrian Ber.,Add support for a new feature
"TypeUtils.parameterizeWithOwner - wrong format descriptor for ""invalid number of type parameters"". Fixes LANG-979. Thanks to Bruno P. Kinoshita.",Bug fix
MultilineRecursiveToStringStyle largely unusable due to being package-private. Fixes LANG-1112.,Code redesign
StringUtils.uncapitalize performance improvement. Fixes LANG-1058. Thanks to Leo Wang.,Performance improvement
CharSet.getInstance documentation does not clearly explain how to include negation character in set. Fixes LANG-1069. Thanks to Arno Noordover.,Documentation
Change nullToEmpty methods to generics. Fixes LANG-1050. Thanks to James Sawle.,Code redesign
Fix FindBugs warnings in DurationFormatUtils. Fixes LANG-1111.,Bug fix
Add a method to ArrayUtils for removing all occurrences of a given element. Fixes LANG-1074. Thanks to Haiyang Li.,Add support for a new feature
Fix parsing edge cases in FastDateParser. Fixes LANG-1107.,Bug fix
StringUtils#equals fails with Index OOBE on non-Strings with identical leading prefix. Fixes LANG-1162.,Bug fix
There are no tests for CharSequenceUtils.regionMatches. Fixes LANG-1163.,Quality assurance
StringUtils.ordinalIndexOf: Add missing right parenthesis in Javadoc example. Fixes LANG-1200. Thanks to BarkZhang.,Documentation
"Incorrect Javadoc StringUtils.containsAny(CharSequence, CharSequence...). Fixes LANG-1191. Thanks to qed, Brent Worden, Gary Gregory.",Documentation
Added new property IS_OS_MAC_OSX_EL_CAPITAN in SystemUtils Thanks to Jake Wang.,Add support for a new feature
,
Support OS X versions in SystemUtils. Fixes LANG-821. Thanks to Timo Kockert.,Add support for a new feature
"SystemUtils.IS_OS_WINDOWS_2008, VISTA are incorrect. Fixes LANG-794. Thanks to Timo Kockert.",Bug fix
Parse test fails for TimeZone America/Sao_Paulo. Fixes LANG-1104.,Bug fix
Add SystemUtils.IS_JAVA_1_9. Fixes LANG-1103.,Add support for a new feature
Make logic for comparing OS versions in SystemUtils smarter. Fixes LANG-1102.,Performance improvement
Shutdown thread pools in test cases. Fixes LANG-1091. Thanks to Fabian Lange.,Performance improvement
FastDateParser and FastDatePrinter support 'X' format. Fixes LANG-1101.,Add support for a new feature
Avoid memory allocation when using date formating to StringBuffer. Fixes LANG-1100. Thanks to mbracher.,Memory improvement
"Possible performance improvement on string escape functions. Fixes LANG-935. Thanks to Fabian Lange, Thomas Neidhart.",Performance improvement
Exception while using ExtendedMessageFormat and escaping braces. Fixes LANG-948. Thanks to Andrey Khobnya.,Bug fix
"Avoid String allocation in StrBuilder.append(CharSequence). Fixes LANG-1098. Thanks to Mikhail Mazurskiy, Fabian Lange.",Memory improvement
Update maven-checkstyle-plugin to 2.14. Fixes LANG-1098. Thanks to Michał Kordas.,Update dependency
Update org.easymock:easymock to 3.3.1. Fixes LANG-1097. Thanks to Michał Kordas.,Update dependency
Update maven-pmd-plugin to 3.4. Fixes LANG-1096. Thanks to Michał Kordas.,Update dependency
Update maven-antrun-plugin to 1.8. Fixes LANG-1095. Thanks to Michał Kordas.,Update dependency
Wrong formating of time zones with daylight saving time in FastDatePrinter. Fixes LANG-1092.,Bug fix
Performance improvements for StringEscapeUtils. Fixes LANG-877. Thanks to Fabian Lange.,Performance improvement
Add ClassUtils.getAbbreviatedName(). Fixes LANG-1093. Thanks to Fabian Lange.,Add support for a new feature
FastDateParser does not set error indication in ParsePosition. Fixes LANG-1090.,Bug fix
FastDateParser does not handle excess hours as per SimpleDateFormat. Fixes LANG-1089.,Bug fix
FastDateParser error - timezones not handled correctly. Fixes LANG-1061. Thanks to dmeneses.,Bug fix
NumberUtils#createNumber() returns positive BigDecimal when negative Float is expected. Fixes LANG-1087. Thanks to Renat Zhilkibaev.,Bug fix
"DiffBuilder.append(String, Object left, Object right) does not do a left.equals(right) check. Fixes LANG-1081. Thanks to Jonathan Baker.",Bug fix
StrSubstitutor.replaceSystemProperties does not work consistently. Fixes LANG-1055. Thanks to Jonathan Baker.,Bug fix
"Add option to disable the ""objectsTriviallyEqual"" test in DiffBuilder. Fixes LANG-1082. Thanks to Jonathan Baker.",Add support for a new feature
Add (T) casts to get unit tests to pass in old JDK. Fixes LANG-1083. Thanks to Jonathan Baker.,Bug fix
Add JsonToStringStyle implementation to ToStringStyle. Fixes LANG-1015. Thanks to Thiago Andrade.,Add support for a new feature
Add NoClassNameToStringStyle implementation of ToStringStyle. Fixes LANG-1080. Thanks to Innokenty Shuvalov.,Add support for a new feature
"Fix wrong examples in Javadoc of StringUtils.replaceEachRepeatedly(...), StringUtils.replaceEach(...). Fixes LANG-1071. Thanks to Arno Noordover.",Documentation
"Add StringUtils.containsAny(CharSequence, CharSequence...) method. Fixes LANG-883. Thanks to Daniel Stewart.",Add support for a new feature
Read wrong component type of array in add in ArrayUtils. Fixes LANG-1073. Thanks to haiyang li.,Bug fix
"StringUtils.ordinalIndexOf(""aaaaaa"", ""aa"", 2) != 3 in StringUtils. Fixes LANG-1077. Thanks to haiyang li.",Bug fix
"Duplicated ""0x"" check in createBigInteger in NumberUtils. Fixes LANG-1072. Thanks to haiyang li.",Performance improvement
StringUtils.abbreviate description doesn't agree with the examples. Fixes LANG-1064. Thanks to B.J. Herbison.,Documentation
Multiline recursive to string style. Fixes LANG-1052. Thanks to Jan Matèrne.,Add support for a new feature
Add isSorted() to ArrayUtils. Fixes LANG-536. Thanks to James Sawle.,Add support for a new feature
Fix MethodUtilsTest so it does not depend on JDK method ordering. Fixes LANG-1041. Thanks to Alexandre Bartel.,Bug fix
CompareToBuilder's doc doesn't specify precedence of fields it uses in performing comparisons. Fixes LANG-827.,Documentation
ParseException when trying to parse UTC dates with Z as zone designator using DateFormatUtils.ISO_DATETIME_TIME_ZONE_FORMAT. Fixes LANG-1000.,Bug fix
Javadoc for EqualsBuilder.reflectionEquals() is unclear. Fixes LANG-1035.,Documentation
